"name";"id"
"MEDUSAE - CTENOPHORA";"55"
"NERITES";"56"
"CHITONS";"57"
"LIMPETS";"58"
"LITTORINES";"59"
"CRABS";"60"
"SOLITARY TUNICATES";"61"
"BIVALVES";"62"
"BARNACLES";"63"
"SIPUNCULIDS";"64"
"VERMETIDS";"65"
"COLONIAL SESSILE INVERTEBRATES";"66"
"SERPULID POLYCHAETE";"67"
"SEA URCHINS";"68"
"HERBIVOROUS FISH";"69"
"THAIS TRIANGULARIS";"70"
"MURICANTHUS";"71"
"ACANTHINA";"72"
"THAIS BISERIALIS";"73"
"PURPURA";"74"
"OPEATOSTOMA";"75"
"LEUCOZONIA";"76"
"THAIS MELONES";"77"
"PREDACEOUS CRABS";"78"
"HELIASTER";"79"
"PREDACEOUS FISH";"80"
"MYTILUS";"81"
"BALANUS";"82"
"LITTORINA";"83"
"ACMAEA";"84"
"THAIS";"85"
"CARCINUS";"86"
"TAUTOGOLABRUS";"87"
"FISH - BIRDS - MAMMALS";"88"
"SUIDASIA SP.";"89"
"TEGULA FUNEBRALIS";"90"
"LITTORINA PLANAXIS";"91"
"LITTORINA SCUTULATA";"92"
"ACMAEA DIGITALIS";"93"
"ACMAEA PELTA";"94"
"ACMAEA SCABRA";"95"
"CYANOPLAX DIENTENS";"96"
"DYNAMENELLA GLABRA";"97"
"ALLOCHERTES PTILOCERUS - HYALE SP.";"98"
"DIAULOTA DENSISSIMA";"99"
"PAGURUS SAMUELIS";"100"
"ZOOPLANKTON";"101"
"CHTHAMALUS DALLI - C. MICROTRETUS";"102"
"LASAEA CISTULA";"103"
"MYTILUS CALIFORNIANUS";"104"
"BALANUS GLANDULA";"105"
"FILICRISIA FRANCISCANA - MUSCULUS";"106"
"PERINEREIS MONTEREA";"107"
"NEREIS GRUBEI";"108"
"NOTOPLANA ACTICOLA";"109"
"OYSTER CATCHER";"110"
"SYLLIS VITTATA";"111"
"NEMERTOPSIS GRACILIS";"112"
"SYLLIS SPENCERI";"113"
"THAIS EMARGINATA";"114"
"ACANTHINA SPIRATA";"115"
"AGAUOPSIS SP. - RHOMBOGNATHUS";"116"
"TIPULIDAE";"117"
"PACHYGRAPSUS CRASSIPES (JUV.)";"118"
"EMPLECTONEMA GRACILIS";"119"
"BLACK TURNSTONE";"120"
"BALANUS BALANOIDES - B. EBURNEUS";"121"
"MODIOLUS DEMISSUS";"122"
"MOLGULA MANHATTENSIS";"123"
"LITTORINA LITTOREA";"124"
"SCHIZOPORELLA - HYDROIDES - HALIPLANELLA - BUGULA";"125"
"UROSALPINX CINEREA";"126"
"NEOPANOPE TEXANA SAYI";"127"
"CALLINECTES SAPIDUS";"128"
"LITTORINA - TEGULA";"129"
"ACMAEA - AMPHISSA - COLUMBELLA";"130"
"PAGURUS - PACHYGRAPSUS - HALOSYDNA - CIROLANA - PACHYCHELES - HEMIGRAPSUS";"131"
"PUGETTIA";"132"
"PETROLISTHES - CREPIDULA - SPIRORBIS";"133"
"LEPTASTERIAS";"134"
"CRIBINA - FISHES";"135"
"MUSSELS";"136"
"ASCIDIANS";"137"
"KEYHOLE LIMPETS";"138"
"HERBIVOROUS SNAILS";"139"
"POLYCHAETES - ISOPODS";"140"
"CRASSILABRUM CRASSILABRUM";"141"
"CONCHOLEPAS CONCHOLEPAS";"142"
"ACANTHOCYCLUS SPP.";"143"
"SICYASES SANGUINEUS";"144"
"HELIASTER HELIANTHUS";"145"
"LARUS DOMINICANUS";"146"
"HAEMATOPUS ATER";"147"
"LUTRA FELINA";"148"
"ACMAEA TESTUDINALIS";"149"
"ACMAEA - CREPIDULA";"150"
"LITTORINA LITTOREA - L. OBTUSATA - L. SAXATILIS";"151"
"MYTILUS - BALANUS";"152"
"SERTULARIA - METRIDIUM - OBELIA - CLAVA";"153"
"SPIRORBIS";"154"
"ANURIDA";"155"
"GAMMARUS - ORCHESTIA";"156"
"THAIS - ASTERIAS";"157"
"CARCINIDES - CANCER";"158"
"MYOXOCEPHALUS - TAUTOGOLABRUS - FUNDULUS";"159"
"LUMBRINEREIS - CLYMENELLA";"160"
"GAMMARUS - TALORCHESTIA";"161"
"MYA - ENSIS - MACOMA - SOLEMYA";"162"
"GEMMA";"163"
"FUNDULUS - FISH FRY";"164"
"LITTORINA LITTOREA - ONOBA";"165"
"CRAGO";"166"
"GLYCERA - NEREIS - CEREBRATULUS";"167"
"MEGACERYLE - STERNA";"168"
"POLINICES - NASSARIUS";"169"
"LIMULUS";"170"
"PAGURUS - CANCER - CARCINIDES - MYOXOCEPHALUS";"171"
"TAUTOGOLABRUS - PSEUDOPLEURONECTES";"172"
"ASTERIAS";"173"
"MARSH INSECTS";"174"
"BRACHIDONTES";"175"
"ANURIDA - ORCHESTIA - GAMMARUS";"176"
"SPIDERS - SONG BIRDS";"177"
"FUNDULUS";"178"
"FISH FRY";"179"
"BUTORIDES - CORVUS";"180"
"MELAMPUS - LITTORINA LITTOREA - L. SAXATILIS";"181"
"ORCHESTIA - PHILOSCIA - ANURIDA - CYLISTICUS";"182"
"MARSH SPIDERS";"183"
"CORVUS - PISOBIA";"184"
"SONG BIRDS";"185"
"DIPTERAN LARVAE AND PUPAE (AND OTHER AQUATIC INSECTS)";"186"
"GASTROPODS";"187"
"OLIGOCHAETES";"188"
"LABEO ALTIVELIS (CYPRINID FISH)";"189"
"SARORTHERDON MACROCHIR (CICHLID FISH)";"190"
"CLARIAS GARIEPINUS (CLARID FISH)";"191"
"ALESTES IMBERI (CHARACID FISH)";"192"
"MARCUSENIOS MACROLEPIDOTUS (MORMYRID FISH)";"193"
"MORMYRUS LONGIROSTRIS (MORMYRID FISH)";"194"
"HAPLOCHROMIS CODRINGTONI (CICHLID FISH)";"195"
"HAPLOCHROMIS DARLINGI (CICHLID FISH)";"196"
"TILAPIA RENDALLI (CICHLID FISH)";"197"
"HYDROCYNUS VITTATUS (CHARACID FISH)";"198"
"STREAM AND AIRBORNE INSECTS";"199"
"MOLLUSKS (TIVELA - DONAX - MESODESMA) (BIVALVES)";"200"
"OLIVELLA (GASTROPOD)";"201"
"EMERITA ANALOGA (SMALL CRUSTACEAN)";"202"
"EMERITA EMERITA (SMALL CRUSTACEAN)";"203"
"BLEPHARIPODA (?)";"204"
"LEPIPODA (?)";"205"
"CALLIANASSA (DECAPOD - LOBSTER)";"206"
"AUSTROMENIDIA AND ENGRAULIS (FISH)";"207"
"TALITRIDS (AMPHIPODS)";"208"
"OCYPODE (GHOST CRAB)";"209"
"COENOBITA (HERMIT CRABS)";"210"
"KELP FLIES";"211"
"FLIES - DERMESTES - CALLIPHORA - PHALERIA (CARRION BEETLES AND FLIES)";"212"
"STAPHYLINIDS (ROVE BEETLES)";"213"
"VULTURES (CORAGYPS - CATHARTES - VULTUR - CARACARA)";"214"
"RATTUS (RAT)";"215"
"CLAUSIDIUM (?)";"216"
"DUSCICYON (FOX)";"217"
"LARUS MODESTUS (GULL)";"218"
"CROCETHIA ALBA (SANDERLING)";"219"
"AETOBATUS (SKATE/RAY)";"220"
"RHINOBATAS (GUITARFISH - RAY)";"221"
"MUSTELUS (SHARK)";"222"
"FISH (SCIAENA - UMBRINA - POLYNEMUS)";"223"
"SHORE BIRDS";"224"
"CONEPATUS (SKUNK)";"225"
"LEUCOPTERNIS (?)";"226"
"LARUS BELCHERI (GULL)";"227"
"LARUS PIPIXCAN (GULL)";"228"
"BRACHYSTOSTERNUS (SCORPION)";"229"
"TROPIDURUS (LIZARD)";"230"
"SWALLOWS - BATS - CHORDEILES (NIGHTHAWK)";"231"
"FALCO SPARVERIUS (KESTREL)";"232"
"GEOSITTA (?)";"233"
"PARALICHTHYS (FISH)";"234"
"PELECANUS - PHALACROCORAX - SULA (PELICAN - CORMORANT - GANNET)";"235"
"PANDION (OSPREY)";"236"
"FALCO PEREGRINUS (PEREGRINE FALCON)";"237"
"SMALL ROTIFERS";"238"
"MOINA - DIAPTOMUS";"239"
"HERBIVOROUS INSECTS";"240"
"CYCLOPS (COPEPOD)";"241"
"ASPLANCHA";"242"
"PREDACEOUS INSECTS";"243"
"TERRESTRIAL INSECTS";"244"
"MELANIRIS CHAGRESI";"245"
"CHARACINIDAE (4 COMMON SPECIES)";"246"
"POECILIIDAE (2 COMMON SPECIES)";"247"
"CICHLASOMA MACULICAUDA";"248"
"GOBIOMORUS DORMITOR";"249"
"TARPON ALANTICUS";"250"
"CHLIDONIAS NIGER";"251"
"HERONS AND KINGFISHERS";"252"
"DETRITUS WITH DECOMPOSERS";"253"
"LARVAL CHIRONOMIDS";"254"
"ASELLUS (ISOPOD) AND OTHER DETRITIVORES";"255"
"TROUT";"256"
"PERCH FRY AND ADULTS";"257"
"TUFTED DUCK AND CHICKS";"258"
"GULL ";"259"
"PIKE";"260"
"BROWSERS AND GRAZERS (GASTROPODS - CRUSTACEA - ETC.)";"261"
"FILTER FEEDERS (MOLLUSCS - SPONGES - PLUMATELLA)";"262"
"YOUNG CHIRONOMIDS";"263"
"ADULT CHIRONOMIDS";"264"
"INVERTEBRATE PREDATORS";"265"
"FISH (ROACH - BLEAK - ET AL.)";"266"
"ACORN BARNACLES";"267"
"TEGULA";"268"
"POLLICIPES";"269"
"PISASTER";"270"
"ZOOPLANKTON (E.G. - ADULT THERMOCYCLOPS HYALINUS)";"271"
"JUVENILE THERMOCYCLOPS";"272"
"CLADOCERA";"273"
"HAPLOCHROMIS NIGRIPINNIS - ADULT";"274"
"TILAPIA NILOTICA - ADULT";"275"
"CHIRONOMID LARVAE";"276"
"OSTRACODS";"277"
"YOUNG FISH";"278"
"CHAOBOROUS";"279"
"HAPLOCHROMIS ANGUSTIFRONS";"280"
"PISCIVOROUS FISH";"281"
"PLANKTONIC BACTERIA";"282"
"SEDIMENT BACTERIA";"283"
"MEIBENTHOS";"284"
"DEPOSIT FEEDERS";"285"
"FILTER FEEDERS";"286"
"CRUSTACEANS";"287"
"FISHES";"288"
"BIRDS";"289"
"ZOOPLANKTON - BACTERIA";"290"
"AMPHIPODS";"291"
"COPEPODS - NEMATODES - BACTERIA";"292"
"SHRIMP";"293"
"COMMON MUMMICHOG";"294"
"DUCKS";"295"
"GULLS";"296"
"ANTELOPE";"297"
"CATTLE";"298"
"SHEEP";"299"
"BISON";"300"
"BLACK-TAILED JACKRABBIT";"301"
"WHITE-TAILED JACKRABBIT";"302"
"GRASSHOPPER (OPOB)";"303"
"GRASSHOPPER (TRKI)";"304"
"GRASSHOPPER (PSDE)";"305"
"GRASSHOPPER (ARPS)";"306"
"GRASSHOPPER (MEIN)";"307"
"COLEOPTERA";"308"
"DIPTERA";"309"
"HEMIPTERA";"310"
"HOMOPTERA";"311"
"HYMENOPTERA";"312"
"BUTTERFLIES";"313"
"THRIPS";"314"
"GOPHER";"315"
"KANGAROO RAT";"316"
"HARVESTER ANT";"317"
"HORNED LARK";"318"
"MCCOWN'S LONGSPUR";"319"
"CHESTNUT-COLLARD LONGSPUR";"320"
"GROUND SQUIRREL";"321"
"LARK BUNTING";"322"
"ROBBER FLY";"323"
"DEER MOUSE";"324"
"GRASSHOPPER MOUSE";"325"
"BURROWING OWL";"326"
"GREAT HORNED OWL";"327"
"LONG-EARED OWL";"328"
"BARN OWL";"329"
"GOLDEN EAGLE";"330"
"FERRUGINOUS HAWK";"331"
"SWAINSON'S HAWK";"332"
"PARACOENIA TURBIDA LARVAE";"333"
"OTHER HERBIVORES";"334"
"DOLOCHOPODID ADULT (LONG-LEGGED FLY)";"335"
"PARTNUNIELLA THERMALIS (WATER MITE)";"336"
"THERMACARUS NEVADENSIS (WATER MITE)";"337"
"SPIDERS";"338"
"CILIATES AND SMALL NAUPLII";"339"
"SMALLER COPEPODS (E.G. - PSEUDOCALANUS)";"340"
"LARGER COPEPODS (E.G. - CALANUS)";"341"
"SMALL INVERTEBRATE PREDATORS (E.G. - CHAETOGNATHS AND CTENOPHORES)";"342"
"LARGER INVERTEBRATE PREDATORS (E.G. - CHAETOGNATHS AND CTENOPHORES)";"343"
"PELAGIC FISH (E.G. - HERRING-LIKE FISH)";"344"
"BOSMINIA";"345"
"NEMOURA";"346"
"LEPTOPHLEBIA (MAYFLY)";"347"
"LEPIDURUS (TADPOLE SHRIMP)";"348"
"MYSTACIDES";"349"
"EISENIELLA";"350"
"LIMNEPHILUS";"351"
"HOLOPEDIUM";"352"
"HETEROSCOPE";"353"
"PROCLADIUS";"354"
"GAMMARUS (AMPHIPOD)";"355"
"SALMO (BROWN TROUT)";"356"
"HYDRA";"357"
"MEGACYCLOPS";"358"
"ANATIDAE";"359"
"HOMO (MAN)";"360"
"MUSTELA (MINK)";"361"
"MISUMENOPS";"362"
"MEGASELIA";"363"
"NEPENTHOSYRPHUS";"364"
"ENDONEPENTHIA";"365"
"PEIRRETIA";"366"
"TRIPTEROIDES (2 SPP.)";"367"
"BACTERIA - PROTOZOA";"368"
"CULEX (3 SPP.) (MOSQUITOS)";"369"
"DASYHELEA";"370"
"ZWICHIA (2 SPP.)";"371"
"ENCYRTID";"372"
"TOXORHYNCHITES";"373"
"LESTODIPLOSIS";"374"
"XENOPLATYURA";"375"
"MEGASALIA";"376"
"XYLOTA";"377"
"NEPENTHOMYIA";"378"
"URANOTAENIA - TRIPTEROIDES (3 SPP.)";"379"
"CULEX (MOSQUITO)";"380"
"DASYHELEA (2 SPP.)";"381"
"ZWICKIA";"382"
"TRICHOPRIA";"383"
"CORETHRELLA";"384"
"FUNGI";"385"
"ACTINOMYCETES";"386"
"NEMATODE P";"387"
"MYCORRHYZAE";"388"
"NEMATODE F";"389"
"PREDATORY BACTERIA";"390"
"NEMATODE B";"391"
"MACROARTHROPOD F";"392"
"MACROARTHROPODS";"393"
"NEMATODE N";"394"
"OTHER HERBIVOROUS GASTROPODS";"395"
"SEARIESIA";"396"
"BACTERIA AND FUNGI ASSOCIATED WITH DETRITUS";"397"
"HERBIVOROUS TERRESTRIAL INSECTS";"398"
"PROTOZOANS";"399"
"BIVALVES - NEMATODES - CUMACEANS - POLYCHAETES - SMALL CRUSTACEA - FISH";"400"
"CARNIVOROUS TERRESTRIAL INSECTS";"401"
"NEMATODES - MOSQUITO FISH - LEAST KILLIFISH";"402"
"CRABS - SHRIMPS - GOLD-SPOTTED KILLIFISH - CRESTED GOBY";"403"
"LOWER CARNIVORES-VARIOUS FISH - COPEPODS - BLUE CRABS AND JUVENILE OF HIGH CARNIVORES";"404"
"MIDDLE CARNIVORES-A VARIETY OF FISH AND WADING BIRDS";"405"
"TOP CARNIVORES-TARPON - BARRACUDA - BULL SHARK - OTHER FISH - AMERICAN ALLIGATOR - BALD EAGLE";"406"
"MISUMENOPS NEPENTHICOLA";"407"
"ENCYRTID (NEAR TACHINAEPHAGUS)";"408"
"TOXORHYNCHITES KLOSSI";"409"
"LESTODIPLOSIS SYRINGOPAIS";"410"
"MEGASELIA SP. (?NEPENTHINA)";"411"
"ENDONEPENTHIA SCHUITEMAKERI";"412"
"TRIPTEROIDES TENAX";"413"
"T. BAMBUSA";"414"
"DASYHELEA NEPENTHICOLA";"415"
"NEPENTHOSYRPHUS SP.";"416"
"PIERRETIA URCEOLA";"417"
"CULEX CURTIPALPIS";"418"
"C. LUCARIS";"419"
"ANOETIDAE SP. 1";"420"
"ANOETIDAE SP. 2";"421"
"BACTERIA/PROTOZOA";"422"
"XENOPLATYURA BEAVERI";"423"
"CORETHRELLA CALATHICOLA";"424"
"URANOTAENIA MOULTONI";"425"
"T. NEPENTHIS";"426"
"DASYHELEA AMPULLARIAE";"427"
"D. NEPENTHICOLA";"428"
"NEPENTHOMYIA MALAYANA";"429"
"CULEX ACUTIPALUS";"430"
"C. NAVALIS";"431"
"C. HEWITTI";"432"
"TRYBLIOGRAPHA SP.";"433"
"MEGASELIA DENINGI";"434"
"TRIPTEROIDES DOFLEINI";"435"
"URANOTAENIA NIVIPLEURA";"436"
"ZWICKIA GUENTHERI";"437"
"THERIDION SP.";"438"
"CHLOROPID (UNSPECIFIED)";"439"
"URANOTAENIA BELKINI";"440"
"U. BOSSERI";"441"
"U. BRUNHESI";"442"
"U. DAMASEI";"443"
"CREUTZERIA SP.";"444"
"URANOTAENIA NEPENTHES";"445"
"CREUTZERIA SEYCHELLENSIS";"446"
"BLAESOXIPHA FLETCHERI";"447"
"METRIOCNEMUS KNABI";"448"
"WYEOMYIA SMITHII";"449"
"BDELLODES SP.";"450"
"ARMIGERES MAGNUS";"451"
"ZWICKIA SP.";"452"
"CULEX SUMATRANUS";"453"
"MEGASELIA CORKERAE";"454"
"ANOETIDAE SP. A";"455"
"MYIATROPA SP.";"456"
"PRIONOCYPHON SP.";"457"
"METRIOCNEMUS SP.";"458"
"DASYHELEA SP.";"459"
"AEDES SP.";"460"
"ANOPHELES SP.";"461"
"LECHRIODUS FLETCHERI";"462"
"ANATOPYNIA SP.";"463"
"CHEIROSEIUS SP.";"464"
"HYADESIID MITE";"465"
"AEDES SP. 22";"466"
"AEDES CANDIDOSCUTELLUM";"467"
"CULICOIDES ANGULARIS";"468"
"ARRENURUS SP.";"469"
"TENDIPES";"470"
"PROCAMBARUS CLARKII";"471"
"MOSQUITO LARVAE";"472"
"XIPHOPHOROUS HELLERI";"473"
"MELANIA INDEFINITA";"474"
"LEBISTES RETICULATUS";"475"
"ELEOTRIS SANDWICENSIS";"476"
"QUICHUANA AUGUSTRIVENTRIS";"477"
"COPESTUYLUM RORAIMA";"478"
"CEPHALOLEIA NEGLECTA";"479"
"GILLISIUS SP. #3";"480"
"GILLISIUS SP. ADULTS";"481"
"QUICHUANA PICADOI LARVAE";"482"
"CEPHALOLEIA PUNCTICOLLIS LARVAE";"483"
"C. PUNCTICOLLIS ADULTS";"484"
"MEROSARGUS SP. LARVAE";"485"
"COPESTYLUM OBSCURIOR LARVAE";"486"
"BEEBEOMYIA SP. LARVAE";"487"
"TOXORHYNCHITES R. SEPTENTRIONALIS";"488"
"PRIONOCYPHON DISCOIDEUS";"489"
"MEROMACRUS ACUTUS";"490"
"BRUNETTIA NITIDA";"491"
"TELMATOSCOPUS SUPERBUS";"492"
"CULICOIDES ARBORICOLA";"493"
"C. GUTTIPENNIS";"494"
"AEDES TRISERIATUS";"495"
"ORTHOPODOMYIA SIGNIFERA";"496"
"PRIONOCYPHON SERRICORNIS";"497"
"METRIOCNEMUS CAVICOLA";"498"
"AEDES ORNATUS";"499"
"MYIATROPA FLOREA";"500"
"TELMATOSCOPUS SP.";"501"
"DASYHELEA SENSUALIS";"502"
"D. LIGNICOLA";"503"
"ANOPHELES NIGRIPES";"504"
"APHELINUS CHAONIA";"505"
"TRIOXYS BETULAE";"506"
"T. COMPRESSICORNIS";"507"
"PRAON FLAVINODE";"508"
"APHIDIUS AQUILUS";"509"
"CALAPHIDIUS ELEGANS";"510"
"SYMYDOBIUS OBLONGUS";"511"
"EUCERAPHIS BETULAE";"512"
"BETULAPHIS QUADRITUBERCULATA";"513"
"CALAPHIS BETULICOLA";"514"
"BETULAPHIS BREVIPILOSA";"515"
"HAMAMELISTES BETULINUS";"516"
"LYSIPHLEBUS THELAXIS";"517"
"PROTAPHIDIUS WISSMANII";"518"
"TRIOXYS PALLIDUS";"519"
"T. CURVICAUDUS";"520"
"T. TENUICAUDUS";"521"
"APHIDENCYRTUS APHIDIVORUS";"522"
"A. QUERCICOLA";"523"
"THELAXES DRYOPHILA";"524"
"STOMAPHIS QUERCUS";"525"
"TUBERCULOIDES ANNULATUS";"526"
"MYZOCALLIS CASTANICOLA";"527"
"PAUESIA PICTA";"528"
"P. LARICIA";"529"
"P. JEZOENSIS";"530"
"P. PINI";"531"
"PRAON BICOLOR";"532"
"DIAERETUS LEUCOPTERUS";"533"
"PAUESIA UNILACHNI";"534"
"CINARA PINI";"535"
"C. PINEA";"536"
"EULACHNUS AGILIS";"537"
"SCHIZOLACHNUS PINETI";"538"
"PROTOPHIDIUS WISSMANII";"539"
"T. TENVICAUDUS";"540"
"AMBLYMERUS SP.";"541"
"ZATROPIS SP.";"542"
"TORYMUS KOEBELEI";"543"
"T. BACCHACICIDIE";"544"
"PLATYGASTER SP.";"545"
"TETRASTICHUS SP.";"546"
"RHAPALOMYIA SP.";"547"
"COPEPODS";"548"
"NERITINA TAHITIENSIS";"549"
"METOPOGRAPSIS MESSOR";"550"
"CHONOPHOROUS GENIVITTATUS";"551"
"KUHLIA SANDVICENSIS";"552"
"TETRASTICHUS SP. (NEAR EVONYMELLAE)";"553"
"MACRONEURA VESICULARIS";"554"
"EURYTOMA CURCULIONUM";"555"
"TRICHOMALUS BRACTEATUS";"556"
"ENTEDON HERCYANA";"557"
"CHLOROCYTUS LAOGORE";"558"
"HABROCYTUS SP.";"559"
"APION SPP.";"560"
"PSEN SPP.";"561"
"OXYBELUS UNIGLUMIS";"562"
"CROSSOCERUS WESMAELI";"563"
"FORMICA FUSCA";"564"
"ACANTHOMYOPS NIGER";"565"
"LINYPHIA TRIANGULARIS";"566"
"AGELENA LABYRINTHICA";"567"
"ICHNEUMONIDS (UNSPECIFIED)";"568"
"PSAMMOCHARES FUSCUS";"569"
"ANTHOCORIS NEMORUM";"570"
"EXOCHAMUS QUADRIPUSTULATUS";"571"
"COCCINELLA 7-PUNCTATA";"572"
"ANATIS OCELLATA";"573"
"ADALIA BIPUNCTATA";"574"
"SYRPHUS VITRIPENNIS LARVAE";"575"
"SPHEX SABULOSA";"576"
"DILACHNUS PINI";"577"
"RETINIA BUOLIANA LARVAE";"578"
"PANOLIS GRISEOVARIEGATA LARVAE";"579"
"OENEROSTOMA PINIARIELLA LARVAE";"580"
"GELECHIA DODECELLA LARVAE";"581"
"CREMATOGASTER LAEVIUSCULA";"582"
"OLLA V-NIGRUM";"583"
"CHRYSOPIS SP.";"584"
"OECANTHUS NIVEUS";"585"
"TACOMA FERIELLA";"586"
"CASINARIA LIMENITIDES";"587"
"PHYTOCORIS BREVIUSCULUS";"588"
"PODISUS ACUTISSIMUS";"589"
"LARGUS CINCTUS";"590"
"METADONTIA AMOENA";"591"
"APANTELES CP.";"592"
"VANDUZEA LAETA";"593"
"PSEUDOCOCCIDS (UNSPECIFIED)";"594"
"LECANIUM SP.";"595"
"APHIDS (UNSPECIFIED)";"596"
"LEPTOGLOSSUS BREVIROSTRIS";"597"
"CYATHISSA PERCARA";"598"
"ATLIDES HALESUS";"599"
"APHRASTUS UNICOLOR";"600"
"MYRMEX SP. (PROB. ESTRIATUS)";"601"
"SMIRACRAULAX TUBERCULATUS";"602"
"PHORADENDRON TOMENTOSUM";"603"
"PREDATORY MITE";"604"
"SPIDERS (UNSPECIFIED)";"605"
"EMPOASCA FABAE";"606"
"SERICOTHRIPS VARIABILIS";"607"
"OTHER HERBIVOROUS THRIPS";"608"
"BLACK ALATE APHID";"609"
"ORIUS INSIDIOSUS";"610"
"NABIS SPP.";"611"
"AEOLOTHRIPS SP.";"612"
"SYRPHID LARVAE";"613"
"PARASITIC HYMENOPTERA";"614"
"PLATYPENA SCABRA";"615"
"COLIAS EURYTHEME";"616"
"ACROSTERNUM HILARE";"617"
"EURYTOMA BRUNNIVENTRIS";"618"
"EUPELMUS UROZONUS";"619"
"MESOPOLOBUS JUCUNDUS";"620"
"M. FASCIIVENTRIS";"621"
"M. FUSCIPES";"622"
"M. (STUROVIA) ALBITARSUS";"623"
"M. TIBIALIS";"624"
"M. AMAENUS";"625"
"TORYMUS AURATUS";"626"
"T. CYNIPEDIS";"627"
"SYNERGUS NERVOSUS";"628"
"S. GALLAE-POMIFORMIS";"629"
"OLYNX ARSAMES";"630"
"SYNTOMASPIS NOTATA";"631"
"ANDRICUS CURVATOR";"632"
"MEGASTIGMUS DORSALIS";"633"
"TORYMUS CINGULATUS";"634"
"T. NIGRICORNIS";"635"
"SYNERGUS UMBRACULUS";"636"
"S. REINHARDI";"637"
"ANDRICUS KOLLARI";"638"
"CEROPTRES ARATOR";"639"
"HOBBYA KOLLARI";"640"
"MEGASTIGMUS STIGMATIZANS";"641"
"MESOPOLOBUS FASCIIVENTRIS";"642"
"S. ALBIPES";"643"
"ANDRICUS OSTREUS";"644"
"MESOPOLOBUS FUSCIPES";"645"
"ANDRICUS OSTREUS FURUNCULUS";"646"
"OLYNX EUEDORESCHUS";"647"
"ANDRICUS QUADRILINEATUS";"648"
"MESOPOLOBUS XANTHOCERUS";"649"
"ACARTIA TONSA - HARPACTICOIDS";"650"
"RANGIA";"651"
"GAMMARUS - PALEOMONETES";"652"
"MUGIL";"653"
"SMALL PARALICHTHYS";"654"
"BREVOORTIA";"655"
"SMALL LEIOSTOMUS - MICROPOGON";"656"
"CALLINECTES";"657"
"CTENOPHORA";"658"
"ROCCUS - CYNOSCION";"659"
"SYNTOMASPIS CYANEA";"660"
"S. PALLICORNIS";"661"
"TETRASTICHUS AETHIOPS";"662"
"CYNIPS DIVISA";"663"
"EUDECATOMA BIGUTTATA";"664"
"T. AURATUS";"665"
"SYNERGUS PALLICORNIS";"666"
"CYNIPS LONGIVENTRIS";"667"
"TORYMUS NIGRICORNIS";"668"
"CYNIPS QUERCUS-FOLII";"669"
"ORMOCERUS LATUS";"670"
"O. VERNALIS";"671"
"SYNERGUS SP.";"672"
"NEUROTERUS ALBIPES";"673"
"NEUROTERUS APRILINUS";"674"
"MESOPOLOBUS TIBIALIS";"675"
